Curing (days),Cement (kg/m³),w/c,Coarse aggregate (kg/m³),Fine aggregate (kg/m³),CNT (%),Compressive strength (MPa)
182.8530500783512,401.19840211009034,0.5984090123170492,478.41676865190914,1144.7670008661012,0.0,48.612184162396936
7.0,350.0,0.4,1121.208,659.604,0.4,37.69
28.0,350.0,0.51,1141.0,486.5,0.0,39.5
55.524618396867936,453.35202702032575,0.4705731407622848,1155.3067180793591,564.5347250697805,0.0,52.38414353578219
56.0,450.0,0.49,837.0,580.5,0.0,50.4
25.59565085623081,479.100688935944,0.4825514531707909,882.3235845880539,591.5927270151495,0.0,45.355336426713386
28.304364322549834,381.70270049077635,0.44259891056310063,948.7577761543305,758.0272331733469,0.0,44.49581360807642
56.0,425.0,0.47,862.75,505.75,0.0,51.3
91.0,425.0,0.47,862.75,505.75,0.0,54.8
28.0,380.0,0.55,952.0,696.0,0.1,57.5
28.0,425.0,0.45,1139.0,463.25,0.0,49.1
28.107443093350984,380.7800151601272,0.5155413041309064,1184.8910720072422,491.5113772365527,0.0,41.98329102529144
1.4312155158393174,400.3064885740255,0.4854033981499711,1107.6820730233387,644.8791695496129,0.03610549477432174,14.236838445658137
87.70923232322176,378.6430175685384,0.5313946634633415,1141.6663968484288,590.2828354062231,0.07838619695177736,44.6936960998785
26.593337461710874,451.09284224376654,0.4738389273044627,1144.0874716132282,573.3850486217357,0.0,49.951268182718906
28.0,380.0,0.55,952.0,757.0,0.05,46.2
28.186499535942204,356.0311796130545,0.4044651536001486,1017.7168542262013,853.0400936836993,0.42730982049698024,35.123198486467864
55.81045365666923,447.81432104149076,0.48883476729126046,842.2689840182004,568.7474613331888,0.17918473311649336,51.7642304255917
31.757863147704658,361.9863489701581,0.49986496396952346,949.5155923699604,747.8247470199638,0.010935111101097371,39.40279027935661
91.0,475.0,0.44,1168.5,565.25,0.0,62.6
27.657882156455972,411.67361581797303,0.48840015287172067,529.8480108916141,602.5254552026388,0.06518773545378273,43.26895448812076
28.76626050531067,395.0589544045575,0.5010857398971005,1142.1013012486646,559.9295371293764,0.1362165327923539,43.6021225947666
5.803918138477159,381.92542733551926,0.5566703848476486,942.7109671469965,697.0115002692268,0.0,45.91252059643352
28.0,355.96,0.75,1032.3,848.38,0.0,15.89
89.7060807577024,374.15673269985217,0.48978466714045643,1122.4834863540727,469.95310669137683,0.0,52.603488733370924
56.8811487268773,478.3531284363765,0.4177872174283636,1036.5471805422567,509.0269321280698,0.06266218050014453,58.60690249328986
29.878429412926383,350.5157466496045,0.5433774416134066,1197.349248856515,517.4616957115879,0.0,31.961447224179206
28.0,375.0,0.48,1121.25,468.75,0.0,42.7
54.44130381970101,398.5144917722561,0.5283463910805297,945.2826782132121,559.1402123472968,0.052075580208163705,46.04092747696308
26.881991186238075,399.45094593468144,0.4493897964685559,846.1903632904988,858.7734903502479,0.0,41.25117411998097
180.0,410.0,0.5,1132.0,609.0,0.0,60.6
29.528532660471953,401.40908414785594,0.5061958380357868,519.1629606376015,623.5347917752002,0.0,49.70317914915176
7.0,350.0,0.4,1121.208,659.604,0.3,38.09
28.0,355.96,0.75,1032.3,848.38,0.75,17.22
56.5420996960972,374.53890444321604,0.526475413847971,1131.6427624523521,577.5271186921788,0.0,41.58725560367758
27.716427374179304,477.10806144581863,0.4173238860347847,795.6969453323808,444.58339242350837,0.0,54.10977455579994
55.64434160189144,474.1933813218001,0.4210997457934791,1032.3839157544671,504.52017512837114,0.0,57.94564710187974
28.0,380.0,0.55,952.0,757.0,0.05,52.1
30.095458204173447,357.0260660250538,0.40067193399840145,1029.1053970810976,861.2946050153183,0.877506989774645,41.85498964218895
91.0,400.0,0.48,1168.0,484.0,0.0,53.1
28.0,340.0,0.5,950.0,790.0,0.0,41.3
25.35875578449676,359.00369886279617,0.5009217761871104,946.1247702467409,670.8733897614758,0.0,42.485865012163316
7.0,380.0,0.55,952.0,696.0,0.0,36.8
56.0,450.0,0.47,1143.0,562.5,0.0,51.3
57.977781324579624,472.34495277703667,0.4641835273668371,1188.00875986098,577.4168130419265,0.0,53.405312741907274
86.73677987660193,426.9730956634487,0.4732817954539672,866.8788643430128,502.15443466685076,0.0,54.545265969529936
91.0,450.0,0.42,1102.5,441.0,0.0,59.9
28.44537576686071,356.36536252255877,0.4013591928596344,1038.0675140960016,847.0360281949002,0.8619093169698702,47.565481869996766
27.119389646830527,331.63768505198914,0.5833709357029434,1167.4155772079937,673.9945585806961,0.0016250752006496385,36.12044754235464
91.0,425.0,0.47,1096.5,544.0,0.0,54.3
26.603680001637134,356.68395765558836,0.7531200614348385,1047.05821726134,867.4015029424147,1.077067325810325,15.828120031118615
26.686412096162325,373.5482780517408,0.47762932218830073,1123.4601020727682,466.3008369592812,0.0,42.51508095176659
28.122267896968115,401.3632362302912,0.47795078451892725,1173.3445540068992,490.22094359633127,0.0,45.7145917823273
91.0,475.0,0.44,1168.5,565.25,0.0,58.3
55.82333119594452,399.33224476835625,0.49916210542062567,877.8196394715414,518.2551146947401,0.027109499561718032,49.880855889894384
56.440239754150696,452.3447481896315,0.43817356858982287,1050.564876827676,503.7276852356371,0.020836537940490594,54.882752052530556
25.71501291473311,398.2605875004821,0.4993955022451735,1134.282729357864,574.9395305579808,0.14180903682795673,44.06757366511731
29.03987956306802,423.7086999071918,0.42620367703337547,1052.7349988509186,436.857753241128,0.010346742099053379,52.219319915039605
90.29229710607888,426.96170760548836,0.4530303357937541,1141.221996107863,449.701340779487,0.0,58.702335236899515
30.94353295093069,476.64875508548766,0.4113124693428115,1039.9792526096055,516.1807815439138,0.027699364707175902,53.62847746978987
28.0,450.0,0.44,837.0,481.5,0.0,50.9
29.4994036643336,382.029948172717,0.4385025024519825,899.1584801942163,788.7762848873166,0.0,45.85775009546138
28.0,400.0,0.53,1196.0,616.0,0.0,38.6
89.80264215549975,475.3659144463573,0.4225180354838634,807.9024649020455,444.1752826712302,0.0,61.16592071470601
28.0,355.96,0.4,1032.3,848.38,1.5,34.08
26.981403356668235,358.5709203474152,0.39581039614942615,1052.6109665703543,847.0239342565606,1.6041406985892033,30.111403146188948
57.698072535900664,400.889105845309,0.530491461497689,942.8262787213112,581.9424823223469,0.02400005558487911,45.26758262548371
58.08775528520062,452.3524028972158,0.43732957130787975,833.7889797309919,471.8891500030542,0.0,56.410175762018426
93.56673161323832,423.0672523674907,0.480285041923277,858.2282370736261,490.04138041164407,0.0,55.32060703000088
29.74122365757961,357.21299488088437,0.4940840229564715,1036.0003211446053,859.2853069180433,0.10926645094249275,23.70977697683232
29.719341469973568,398.22778678680675,0.4478256112640774,1076.9595172178424,434.34491119984955,0.0,47.36829675159175
28.4861575985082,399.5423882453106,0.5003165401611475,522.2686566471637,606.6033199797346,0.0,50.680388428533035
26.739441573551765,454.79989258544157,0.40030861740937035,858.6419619913016,802.4537220834175,0.11065443885409534,44.45263347086561
54.58148502781872,479.3561860993961,0.4182432744977331,1034.9751536754873,507.2830004468015,0.0,57.34541039548147
89.13346405921926,351.00251393883815,0.5121348387982243,1133.3838564129812,480.7732859808437,0.039522446644117366,46.87608163034721
6.909792492155702,349.75912992798675,0.40124494947173595,1113.5622538933287,659.1992440633647,0.30571484250039355,38.14613937356077
1.6273076936093571,397.37494970981345,0.49527244530422143,1101.0132378608835,649.6050040450201,9.970412876410151,19.031792943245936
92.06448677396989,398.8692291916733,0.4513846807924709,1078.6608995830547,413.7924635254747,0.0,55.41114408890608
180.0,400.0,0.6,498.0,1154.0,0.0,48.0
29.14126114121541,424.0270387208886,0.4043262335231314,827.7004665078688,867.8056249650822,0.044140407972209396,47.46877722025784
56.0,400.0,0.53,944.0,576.0,0.0,46.1
30.801007903615567,422.8366403446191,0.4516492120255931,1125.640936421072,460.2908092940256,0.2028997693643539,50.525559186337034
91.69022927912948,476.15462309940335,0.4802333389324527,864.6655644560017,600.2364989163011,0.1003107050035946,53.35539478056763
29.192727432717774,403.83367328157635,0.4804604503760192,1167.4703491859054,492.0022023675057,0.0,44.90530007556547
89.76630029857797,424.53064413854804,0.5077463167477289,1259.8784975530443,624.2122834313401,0.023635421762448143,51.413494287713625
25.673022322555447,451.36260902484406,0.4182529008438686,1111.0684251212838,424.9567898626644,0.0,53.64433358758598
28.536772715806357,397.8165902525081,0.44913941351665077,1083.3345565517106,462.28569216324325,0.0,47.66742384892004
91.0,475.0,0.42,1040.25,498.75,0.0,63.1
90.80635074202118,398.0324591087232,0.5066409481963116,1116.343756493703,561.8875429157033,0.10085328116864478,53.02060753553108
28.90420500792213,449.5956996873987,0.4844084347989628,1243.4362020533977,622.5691107704258,0.044989746154743354,46.32127510191765
27.608893637513912,427.37480790977816,0.4194212161679552,1054.0040482919935,411.31884565651103,0.08862590897578458,50.716533666867306
31.69191926684851,354.4275613673366,0.3964885330325177,1051.2473672954266,852.6757047761575,1.5186605511707985,34.155806782093926
27.133056827089955,448.9427912569853,0.4402494703127593,1059.3404413579422,534.6036045861238,0.08459923127947237,52.77892660949483
28.0,475.0,0.48,869.25,598.5,0.0,45.5
55.89439031155338,425.17206708778997,0.4949296357163811,953.1743699233078,559.8974346623819,0.0,50.92839799848
28.0,400.0,0.49,1105.0,654.0,10.0,49.33
59.12806361462313,401.4003938746282,0.5263396506315394,1218.12790538673,607.2593844377266,0.11093046605267405,47.37529286144898
28.0,350.0,0.4,1121.208,659.604,0.0,49.2
91.38153530401715,397.1613503693021,0.47683516857973246,1167.7835793416118,497.30436481052436,0.026308735051278506,52.07279276320073
27.873007152912493,455.38150311168516,0.4191501424147779,1113.7957522938786,455.8359518183719,0.14134471045177485,54.635433152558306
28.0,450.0,0.47,1143.0,562.5,0.0,48.7
31.69781536510832,474.14590525120815,0.4373144949512947,1161.2088874880067,565.1842540416598,0.07522600340372455,49.22736958638111
29.05534705428283,401.1017639673458,0.5270800692001089,1198.3338732784941,615.7919574667073,0.0,38.28330108086477
26.611630217429088,475.739458212211,0.42092487174883714,1045.674500242344,517.5355324825885,0.03601896532353844,54.45543771911869
90.34118316618701,453.05349885910306,0.4735641393641595,1134.702470169333,562.5469180822982,0.0,54.901603228886955
27.99476713618993,446.957681214023,0.39835478082108455,854.5467498602894,818.4445566080271,0.0,43.568919265109656
90.0,380.0,0.55,952.0,696.0,0.05,59.2
88.9594307824461,400.8016164607458,0.4966758773204799,1138.9678096486623,564.440556576114,0.0,52.31769492095453
28.0,450.0,0.42,1102.5,441.0,0.0,53.7
7.47790337662373,379.49918457908757,0.5447322351683864,949.0978485123564,691.9287826669719,0.0,44.5454107947918
54.39946736656393,445.9652700037394,0.4762281318353525,1147.799159635173,574.82820945647,0.0,54.21209374021183
28.835990189138883,428.1695708542442,0.398036706613077,884.1272752714736,796.4173039496197,0.022825879055541433,46.8808425611954
28.915676260261897,353.78586779633895,0.7483054781915964,1029.009885385805,843.1441315347773,1.5210697751920004,25.272125354422517
89.65894296198553,423.95152293311946,0.4732724454637241,1103.3112958667111,538.4851459003428,0.10565179501010663,55.028575771821544
91.0,450.0,0.47,1143.0,562.5,0.0,55.3
88.97041988079899,402.84833173374193,0.49561737802095607,880.1744199547201,528.317042104504,0.0,52.16675784659512
56.33834543587299,473.09134954739653,0.42110892691423213,791.6215809593655,448.12370129929417,0.0,58.14480869869868
26.172399629980323,330.0707913800976,0.580737728231365,1222.4734713724076,625.7298094419452,0.0,37.18420986867358
27.413802374682593,425.4033608830696,0.4581734017720523,1141.812545323639,447.6141916126956,0.0,49.269072914648774
27.72681810086407,362.1731061114549,0.49906976066559916,909.6122468743365,739.6525738941908,0.030267435693871157,43.72699207856358
13.74551139143071,334.67135360991176,0.5787046796829318,1166.3266729880988,692.4013625346045,0.0,37.643666696483216
89.60360700822619,382.16457439194266,0.5495597337883982,933.3257352646085,694.0148108479314,0.3821339238659012,57.00684961363893
7.0,350.0,0.4,1121.208,659.604,0.2,36.79
28.0,380.0,0.46,1466.8,790.4,0.0,31.6
180.19495843099332,413.1863939331843,0.5020330085659688,1113.8023164317297,597.3224465204455,0.08650991774198653,60.43072396529291
91.75918929941565,379.37298251326365,0.545054428420469,947.7488132927976,698.2045505488936,0.0,54.713365840535296
91.7290532164815,423.71864810029933,0.449464099751468,1140.8313202263955,451.657710445091,0.0,58.51862055514055
91.0,450.0,0.47,1143.0,562.5,0.0,55.0
28.0,355.96,0.75,1032.3,848.38,0.25,16.38
86.84762879171775,445.0079825970822,0.41963186648438366,1095.5760156554406,434.11680915147906,0.0,60.12831270026414
27.8659382730664,399.69734297580055,0.48888948420917205,1120.0016042620516,651.9468832929382,9.878662165163316,52.07212273267565
0.0,396.86987068228825,0.49416917430058177,1105.4605355231472,651.7032649932889,4.9257264843574005,17.201694078841207
6.693612712809505,379.0168458838532,0.5546402476625416,955.9540593024506,691.9099559135478,0.5400023098923823,38.34710762563435
26.74781131137933,350.23798380687066,0.39595436947273,1104.5763204120158,665.4689154926882,0.2098150686689213,53.45957283806783
28.0,335.0,0.58,1240.0,605.0,0.0,40.03
28.0,525.0,0.45,0.0,1580.0,0.0,29.875
28.0,400.0,0.45,898.0,811.0,0.0,41.5
27.509619669793064,404.88241992238017,0.4983872218373399,1111.625818808836,618.8515456011266,0.012040048670236806,51.364852681524106
56.0,375.0,0.51,1196.25,506.25,0.0,44.5
91.5991056641715,425.98120796499495,0.49469197896962674,1172.6746476351775,571.7507637529592,0.0011388598463422418,52.15608591431294
25.917453267361893,357.13266350890655,0.39420588715009347,1023.1445769159384,860.752833857477,0.13510751278572425,29.165178789479842
91.0,400.0,0.45,1080.0,440.0,0.0,55.5
92.73121733851889,450.51834568423646,0.43788816070704956,1057.134912300953,510.88466366390776,0.0,59.10724260475055
91.72883343935229,425.2795327671217,0.46740165031494024,880.8964890792051,499.0537408635931,0.0,54.905944387365366
91.0,350.0,0.51,1141.0,486.5,0.0,46.1
7.80685004405059,408.4553896600575,0.5004651566630256,1130.7796630252258,610.4751286645014,0.05291042482211272,36.42232170433171
28.0,383.0,0.44,898.0,801.0,0.0,45.7
28.0,400.0,0.48,1168.0,484.0,0.0,44.9
28.343676776758677,349.1501204637877,0.39546357065063364,1123.44231421535,662.9146728369664,0.0,48.62020074664805
27.583627666587827,360.9217513165824,0.4965944506757138,907.8917764769238,792.7446997461348,0.01408404283265702,40.47867311191095
89.84811747728548,402.5537036759469,0.5342962321052737,1181.1586144559199,628.1090959985881,0.0,47.16790363535237
29.966658033705244,446.1041469013285,0.4716609661939684,1158.1107261949,563.6373482355747,0.138895982422295,48.120051866411735
28.0,355.96,0.4,1032.3,848.38,1.0,46.97
90.18982076531405,474.7438707633822,0.4465173553873849,1168.0787571217757,560.8360501604936,0.0,58.29472014791358
29.513520917971626,379.74084881602374,0.5490855554179754,964.2171188545104,764.4347487046357,0.42516725670541,46.727443452669384
28.677997620601243,350.2315008071362,0.5120594978356212,1155.7161501192757,500.4354579781027,0.051661634482219436,39.84683732527274
28.384981628534575,474.3792592999623,0.42116248244600546,1036.932473821049,497.2365514520851,0.0,55.39107423982232
28.0,355.96,0.5,1032.3,848.38,0.0,23.48
56.029132173138855,397.69377497648964,0.5261349650809288,1202.310172348179,615.6700368907414,0.03520576398104588,46.616744200113544
30.435988636379385,360.41554391067143,0.5006073752090188,889.3958917338394,733.4825910287789,0.0,42.360703265182345
27.08280704355467,319.8304479544747,0.5647634646892151,843.7446598043169,845.0583463877717,0.1621210552805329,40.61443027820804
58.901714350957974,372.20640347239294,0.5079207884177221,1204.14624983368,496.31836201966536,0.00648302144685462,46.70981830214966
88.62609860787344,450.9721174804605,0.4881525526589515,849.5593232721724,574.5747209540026,0.07391339563062659,53.24966324050239
54.45231368462052,450.71534714023494,0.4703498249999816,1140.4690111834373,558.7444756563295,0.0,51.50860616368864
56.09217565199752,450.38765963968837,0.4356931588242015,1045.7315466021303,510.1530519725542,0.043556934336114815,56.512404808447776
56.531897768012925,445.71670183766923,0.44348461172725834,831.0507376290077,505.3792582043476,0.0,55.48621404764873
56.0,475.0,0.48,869.25,598.5,0.0,50.9
28.52122981982719,353.9452145112044,0.5370670577557547,1201.2882051778793,524.5062835236603,0.09347783394816518,35.69011147404206
28.0,340.0,0.5,845.0,838.0,0.0,45.0
91.0,475.0,0.46,1192.25,584.25,0.0,57.1
24.942115087268498,378.9015492561113,0.5396158879805032,967.5744118273365,767.0697258510353,0.2152230131433457,51.71043244143618
25.497938571632627,474.50373961568505,0.4600700244992965,832.9422012651099,557.8481449173995,0.05564151458782762,48.42362529196375
27.997689709513605,354.13471208829685,0.396626141661576,1038.867114323224,854.3146975603787,0.0,22.666183395442445
26.014088145199246,341.64452190388806,0.4966000095557719,907.2434655330599,835.0370519795129,0.023212247629969995,40.40675386608157
90.17128124285028,426.2490692694135,0.4422448611363062,1136.3785331608085,450.0737619955917,0.07043064940240766,57.27199716222434
30.450058401689937,339.27880002598823,0.49905016622044857,852.5372188000648,892.4167806294498,0.15236284202771935,40.84309417059903
54.96772604243325,372.8073321775994,0.5369173784291525,1162.0637552722094,584.3670789306926,0.0,43.32965435769192
29.864766547405086,329.6321396967983,0.5877814524956803,1234.3425086015689,601.2605244653471,0.11063610263075495,40.50318950567973
88.75602562849525,450.6154675081451,0.47075511845957635,1152.0256779600547,554.8131668652182,0.0882703432212788,55.2475373989146
28.684306595748673,403.9301445604841,0.5368331507348749,1186.7293608990335,600.5259529659603,0.0,40.68634781861814
90.0,380.0,0.55,952.0,696.0,0.0,54.7
90.06503696586051,426.8851393434435,0.4913213854998788,929.548458848589,548.7444495936148,0.11703135518325648,52.88275159652213
57.22974282839291,395.9765638849534,0.5065926510260572,1132.4306382395362,561.0314025670143,0.0965154536278518,49.917871072773245
28.396069519685703,425.41758522487066,0.4024118989049193,955.5248060652021,766.5000540815857,0.04099723404990901,45.52677225075789
28.0,355.96,0.5,1032.3,848.38,1.0,37.69
27.699351741850013,377.78980126776406,0.5472206078998018,954.4177472513413,748.5939504932211,0.0,51.50658845169009
56.0,475.0,0.46,817.0,560.5,0.0,53.5
89.81981395324594,402.42266631848844,0.4478075793830482,1091.9394289948286,451.9838769159501,0.02064906126457849,55.24575676663444
27.293922783459436,360.5244049089873,0.5048153442828361,939.5394171141556,743.3698994518146,0.08774954499580309,39.7723496981682
55.393557303048915,427.5078746962376,0.4862726660821841,1167.7052744706598,596.3871704251932,0.0,52.14245191272909
90.82471516802319,375.3882903772151,0.5084618694097072,1186.6850555024612,506.3802622519907,0.03168991700384,46.27124026596638
52.67446131487552,377.61586669494915,0.46662042349287597,1451.7249213809419,777.6793140148891,0.0,36.634577859890875
29.71389104433353,410.55962445764396,0.49206322010293835,1127.7670353691235,600.9379500859844,0.06209550448495421,49.75922746618982
28.012489986154304,399.4330964720263,0.4467536794148752,992.4787584007892,789.0007076671263,0.015045412410408555,64.19486765754007
28.29575050955577,399.5335702227608,0.49074478918148673,1095.7498582260246,653.1760086014483,5.1119243478590235,51.87347355028549
28.562107925233356,375.64010515548705,0.529592974934807,1157.6087214626002,596.214870465115,0.10548899482356947,37.480026796651686
27.212194614182323,381.4819097169278,0.5441262965236302,939.3940701387517,754.5593468798496,0.5572553474326515,51.429343141909804
56.070882514784,383.7168877279218,0.4595987383548367,1443.8906413819998,784.5260276227667,0.0,36.447183955424954
88.38990477833298,424.73718415508813,0.46756554360440317,1087.6778372429021,546.140883690767,0.0,54.802519580783816
28.918096106911108,359.1700287139209,0.7470244607683796,1020.5579299138337,861.7820936046238,1.6572436998516544,17.99407169951156
1.0,400.0,0.49,1105.0,654.0,5.0,16.67
25.870685919320145,355.6027797759133,0.7474191443076356,1044.838061755785,871.5535925402183,1.462479939606583,25.510698872885573
29.425024384691596,350.8719565787168,0.39924435361021426,1137.1371154619737,665.1702115988539,0.3053762934469728,61.33535114461687
91.0,400.0,0.5,1128.0,572.0,0.0,52.6
25.88284955490878,450.0176209111557,0.47461425681596137,893.3745449999424,533.538775965861,0.0,48.04334178701237
91.08721224020157,475.9551007697399,0.45789589576230155,1189.2466448561995,583.5373312024235,0.06731004593670731,56.90088800405786
26.17741488595068,382.97736360084417,0.5535238600698512,942.892224152569,676.3096449823131,0.11400546324058046,47.160660301579455
90.43467747249947,450.2459933908206,0.469622917169633,1136.6191521074327,541.663416303495,0.0,55.38812178167284
94.4216953891017,474.74403959730364,0.4416225987097324,1165.7996100553014,554.1343923040498,0.0,63.47535112411249
27.356303974782517,384.8661391360548,0.4380923921911046,897.8033702452184,810.9599180504929,0.0,45.54097339974819
7.60226831294181,334.7293082681283,0.582947288389811,1161.2913757750052,685.4586132467565,0.0,27.540743428519995
86.76035434621042,474.52934976500205,0.4388563764453353,863.9938724294867,516.1930240683499,0.0,59.36405573431814
28.224787350313253,428.58085976745224,0.4932407522143466,1188.2499918553608,588.6422629043689,0.008667611919970224,46.08198350070598
28.066532848567423,481.46485441353377,0.47124421342310147,847.4124439817595,609.0520138808735,0.0,46.546734501337816
28.38448611399542,357.24400420848605,0.750934057268206,1029.7160676520987,853.6356718907556,0.4469890378752498,17.61415458787944
25.75922438533108,350.87766724633303,0.4044998780660114,1119.1009563744965,652.8583497138077,0.45873979055810865,61.12633411663593
28.0,302.0,0.56,898.0,828.0,0.0,40.8
28.460675146715015,407.42680112652124,0.44213069176050773,834.3932577720161,781.4054458211618,0.05819119325137945,43.61741609029522
29.598405953163624,400.88405528123167,0.4818280959653722,1175.647346767316,490.4434228186197,0.0016406121245259927,44.55668886130887
7.0,380.0,0.55,952.0,696.0,0.1,45.1
28.0,405.0,0.44,898.0,754.0,0.0,43.0
90.0,380.0,0.55,952.0,696.0,0.1,66.7
8.841028726950466,399.22616126183186,0.480631546048485,1106.1864739355194,646.2506342587503,10.158956408525341,45.55591161164124
28.599563358541985,426.5960100282236,0.4763535351857042,1096.9853166996456,525.6090096591288,0.0,47.65421111013444
6.313795843526461,377.3646240442847,0.5519934703986834,948.1554348553295,693.1470749477195,0.0,37.657303825003254
26.702686422019546,404.2756471269101,0.44501185291817347,888.9584318361212,745.5135828071578,0.012456077250643701,42.4748417875132
26.705337907598235,301.9151941072698,0.5582401582491522,854.181261203939,874.8752051776202,0.0,42.08764570261836
91.45469054080645,478.46308574118416,0.4337356145297006,1156.8399444227439,567.8502480953543,0.0,62.282728090356876
57.742285727841704,450.49404427383473,0.4377300718273532,1063.1138697933807,515.5755992452397,0.07452014808686862,53.890934406421415
26.96436073252054,362.4456004576385,0.5043688838828343,838.5103343706933,781.5462210130793,0.10260778313788173,42.431970432390024
90.30526495270753,367.8295261740805,0.5244167604095391,890.9466534880512,552.5465911361126,0.0,46.7106627427039
91.0,450.0,0.42,1102.5,441.0,0.0,62.3
27.081494848912378,334.6520225062997,0.5828705294817136,1195.0664448623431,625.1142144425122,0.0,37.47909037639515
56.04295022338228,398.25376629782477,0.4501200695024491,1074.7504934672506,456.6548510056051,0.050601373898693056,53.48505327765349
29.358413534792692,340.9810897214492,0.505233511956334,846.541306723654,841.861745791379,0.0,46.48387213078998
54.85618536228564,450.26115362700665,0.49311348849703796,839.8293010152408,586.430205787717,0.01697664315880572,50.98132331630097
29.49507380483754,474.3937288211074,0.45961425845697496,830.4362055756602,548.4153417356289,0.0,48.813275921657734
26.524031787531655,425.2498541698588,0.44279082130130093,1138.4382398266234,453.6119612223674,0.0,49.15756932660554
27.97597821600276,344.2894204558554,0.40503918638625813,1128.0461495963484,674.1145961344484,0.2641489747438842,58.859250265238664
29.048414325295365,378.37189267203115,0.5470340847114014,971.3833077185675,752.919724046978,0.0,46.76520522983878
54.434334595237196,377.05853601544334,0.5350748274136575,914.8533459886364,550.2956037671645,0.0,43.16087343945774
28.0,355.96,0.4,1032.3,848.38,0.0,22.52
29.701908319866213,383.1090485514743,0.5639248827339184,940.9627096996803,763.6306637987502,1.1902448291307657,49.73025578710155
57.2660817464609,473.71687406312685,0.4454455130761345,1152.3804590744946,565.7911069230962,0.0,57.25115772301654
25.58303174682151,452.37720205161173,0.5079391847214398,889.4993665413136,166.74977889662028,0.10858228683821401,42.68593652815806
28.0,400.0,0.45,950.0,759.0,0.0,42.1
30.586139490719685,410.1470982350359,0.4422644846989033,895.8710354483551,751.5547274394438,0.061906049306470604,43.1868390138968
90.89752600203792,448.913171308336,0.474223525840364,1144.5868446476725,572.8257878495456,0.0,56.03683527044303
91.0,450.0,0.47,900.0,526.5,0.0,55.6
58.22916136855756,426.7790199295537,0.5227678823316276,854.963348034008,599.0430993245757,0.021805636143197814,46.235069995636785
28.097300832132323,421.9764629905867,0.47314435672856425,1101.9890614903923,541.1070444420466,0.0,48.735039429769344
27.19734305858859,454.50968081459905,0.5076810406261761,897.4349665304451,189.21278861900458,0.048235260894332145,42.29906109091531
27.14496010387211,414.40654652585647,0.48839289162147487,511.79971950168067,616.6847096938245,0.14064175503773194,44.573944468412485
28.0,400.0,0.49,1105.0,654.0,10.0,51.71
28.379364988163456,395.0256058823168,0.4914508165066436,1107.885217416532,652.6571371577287,5.035572926154561,51.0516337399398
29.532332706415264,359.21945264671615,0.7512916470448636,1035.346669545375,853.0039417496281,1.8609456959140025,15.303398254084604
91.0,400.0,0.48,1168.0,484.0,0.0,53.9
55.299897857980135,379.07530078921866,0.5076297722818599,1197.454341911577,518.2666840661439,0.1313655765553238,43.84830918228779
9.033262452960269,352.94186793362866,0.40261932003252415,1128.355691994033,653.0565114711314,0.2533931832195151,35.54837534309453
28.514591359742354,382.38251273568744,0.5464278273801438,940.551514080715,758.6898883888158,0.0604012389444671,50.31389125036439
28.896647296954217,402.45039125461767,0.49084290635467964,1112.876261009847,654.4342986183262,9.965310098030391,48.66460185870721
